"symbol","date","adjusted","sma_50","buy_or_sell","shares_owned","invested","savings_account_balance","profit"
"SPY",2019-04-30,288.13266,277.7889057,0,2239.74839846379,590037.290218783,0,0
"SPY",2019-05-31,269.758087,280.83556284,1,0,0,605190.243330906,14152.9531121231
"SPY",2019-06-28,288.529602,282.3037159,0,2100.96378024639,606190.243330906,0,0
"SPY",2019-07-31,292.892029,287.07736578,0,2104.3780076783,607190.243330906,0,0
"SPY",2019-08-30,287.988037,289.54862616,1,0,0,607035.691537245,-1154.55179366143
"SPY",2019-09-30,293.591644,290.3768231,0,2071.02519422264,608035.691537245,0,0
"SPY",2019-10-31,300.081421,292.72382446,0,2074.35762312366,609035.691537245,0,0
"SPY",2019-11-29,310.943817,299.13504642,0,2077.57363818918,610035.691537245,0,0
"SPY",2019-12-31,319.978424,308.63760748,0,2080.69884890651,611035.691537245,0,0
"SPY",2020-01-31,319.849213,318.1511993,0,2083.82532213,612035.691537245,0,0
"SPY",2020-02-28,294.528107,323.97161438,1,0,0,614745.127445615,1709.43590837007
"SPY",2020-03-31,257.75,298.3788022,1,0,0,615745.127445615,0
"SPY",2020-04-22,279.100006,281.52836428,1,0,0,616745.127445615,0
